"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2011","34.427","33.900","34.720","33.790","55.98K","1.79%"
"02/28/2011","33.820","33.345","33.980","33.255","56.45K","2.72%"
"02/25/2011","32.923","32.080","33.395","32.060","61.04K","-0.73%"
"02/24/2011","33.166","33.510","33.740","31.695","83.20K","-0.40%"
"02/23/2011","33.298","33.160","33.765","32.680","91.19K","1.33%"
"02/21/2011","32.862","32.650","34.330","32.390","133.69K","1.75%"
"02/18/2011","32.296","31.740","32.870","31.610","85.99K","2.30%"
"02/17/2011","31.570","30.655","31.790","30.535","74.86K","3.07%"
"02/16/2011","30.629","30.735","30.970","30.265","74.57K","-0.22%"
"02/15/2011","30.696","30.560","30.905","30.475","47.59K","0.53%"
"02/14/2011","30.534","29.885","30.720","29.790","52.91K","1.80%"
"02/11/2011","29.995","30.185","30.285","29.685","58.90K","-0.33%"
"02/10/2011","30.094","30.165","30.275","29.635","57.50K","-0.60%"
"02/09/2011","30.276","30.310","30.500","30.050","61.61K","0.02%"
"02/08/2011","30.271","29.350","30.345","29.260","70.22K","3.16%"
"02/07/2011","29.343","29.175","29.450","29.005","43.06K","0.98%"
"02/04/2011","29.059","28.930","29.285","28.720","55.83K","1.15%"
"02/03/2011","28.728","28.300","28.980","27.960","67.11K","1.55%"
"02/02/2011","28.289","28.565","28.725","28.105","42.64K","-0.79%"
"02/01/2011","28.514","28.060","28.635","27.850","62.57K","1.22%"
"01/31/2011","28.169","27.960","28.425","27.520","55.10K","0.90%"
"01/28/2011","27.919","26.895","28.030","26.300","77.48K","3.29%"
"01/27/2011","27.031","27.615","27.795","26.745","62.55K","-0.36%"
"01/26/2011","27.128","26.855","27.645","26.655","52.18K","1.20%"
"01/25/2011","26.805","26.915","27.035","26.540","64.49K","-1.89%"
"01/24/2011","27.321","27.500","27.950","26.820","58.44K","-0.39%"
"01/21/2011","27.427","27.475","27.630","27.080","61.64K","-0.17%"
"01/20/2011","27.473","28.670","28.780","27.375","92.81K","-4.61%"
"01/19/2011","28.801","28.895","29.490","28.625","77.59K","-0.38%"
"01/17/2011","28.912","28.425","29.080","28.050","58.71K","2.09%"
"01/14/2011","28.320","28.750","28.965","28.100","78.25K","-3.22%"
"01/13/2011","29.263","29.695","29.810","28.525","68.07K","-0.95%"
"01/12/2011","29.545","29.545","29.845","29.395","47.05K","0.16%"
"01/11/2011","29.499","29.115","29.710","29.060","51.49K","2.21%"
"01/10/2011","28.861","28.750","29.140","28.650","46.77K","0.66%"
"01/07/2011","28.671","29.040","29.375","28.325","86.33K","-1.56%"
"01/06/2011","29.126","29.300","29.600","28.815","62.89K","-0.25%"
"01/05/2011","29.198","29.830","29.905","28.580","81.71K","-1.05%"
"01/04/2011","29.508","30.740","30.885","29.325","80.88K","-5.20%"
"01/03/2011","31.125","30.930","31.275","30.500","41.28K","0.61%"
"12/31/2010","30.937","30.475","30.975","30.475","15.99K","1.39%"
"12/30/2010","30.513","30.630","30.930","30.360","27.58K","-0.62%"
"12/29/2010","30.704","30.325","30.720","30.145","30.06K","1.26%"
"12/28/2010","30.323","29.280","30.370","29.280","36.91K","3.65%"
"12/27/2010","29.255","29.160","29.355","28.810","17.47K","-0.25%"
"12/23/2010","29.328","29.275","29.420","28.945","27.66K","-0.19%"
"12/22/2010","29.385","29.365","29.485","29.230","23.70K","-0.03%"
"12/21/2010","29.394","29.410","29.605","29.050","43.16K","0.13%"
"12/20/2010","29.355","29.385","29.560","28.810","44.86K","0.76%"
"12/17/2010","29.133","28.900","29.370","28.680","42.38K","1.22%"
"12/16/2010","28.782","28.815","29.255","28.350","65.07K","-1.61%"
"12/15/2010","29.253","29.550","29.645","28.735","62.22K","-1.80%"
"12/14/2010","29.788","29.575","29.985","29.220","60.48K","0.55%"
"12/13/2010","29.624","28.660","29.740","28.495","55.05K","3.56%"
"12/10/2010","28.605","28.820","29.030","28.060","58.43K","-0.74%"
"12/09/2010","28.817","28.425","29.045","28.200","63.14K","2.00%"
"12/08/2010","28.252","28.770","29.290","28.010","103.27K","-5.12%"
"12/07/2010","29.777","30.200","30.750","28.485","104.21K","0.14%"
"12/06/2010","29.735","29.550","30.355","29.480","79.17K","1.59%"
"12/03/2010","29.271","28.625","29.490","28.595","59.92K","2.45%"
"12/02/2010","28.572","28.470","29.080","28.330","64.73K","0.56%"
"12/01/2010","28.413","28.180","28.880","28.020","66.09K","0.71%"
"11/30/2010","28.212","27.190","28.390","26.920","81.32K","3.75%"
"11/29/2010","27.193","26.785","27.315","26.525","82.39K","1.57%"
"11/25/2010","26.772","27.635","27.650","26.475","43.22K","-2.75%"
"11/24/2010","27.528","27.515","27.685","27.100","62.32K","-0.16%"
"11/23/2010","27.572","27.850","27.885","27.020","105.75K","0.40%"
"11/22/2010","27.461","27.590","27.895","27.075","72.77K","1.04%"
"11/19/2010","27.179","26.945","27.400","26.345","83.94K","1.29%"
"11/18/2010","26.834","25.590","27.040","25.590","73.97K","5.19%"
"11/17/2010","25.511","25.410","25.905","25.015","75.48K","1.10%"
"11/16/2010","25.233","25.560","25.850","24.980","95.82K","-3.29%"
"11/15/2010","26.092","26.025","26.480","25.400","82.13K","0.58%"
"11/12/2010","25.942","27.685","27.690","25.760","110.64K","-5.34%"
"11/11/2010","27.405","27.240","27.840","26.890","84.60K","2.01%"
"11/10/2010","26.865","26.970","28.175","26.485","140.68K","-7.06%"
"11/09/2010","28.906","27.730","29.340","26.415","174.40K","5.37%"
"11/08/2010","27.432","26.860","27.740","26.515","89.08K","2.56%"
"11/05/2010","26.748","26.315","26.915","25.875","80.68K","2.71%"
"11/04/2010","26.043","24.910","26.370","24.750","80.68K","6.58%"
"11/03/2010","24.436","24.930","25.040","23.935","80.50K","-1.61%"
"11/02/2010","24.836","24.630","24.940","24.615","43.02K","1.16%"
"11/01/2010","24.552","24.750","25.055","24.515","52.49K","-0.05%"
"10/29/2010","24.564","24.030","24.750","23.755","63.34K","2.89%"
"10/28/2010","23.875","23.585","24.040","23.500","51.74K","2.01%"
"10/27/2010","23.404","23.865","24.295","23.350","59.35K","-1.79%"
"10/26/2010","23.830","23.650","23.950","23.165","64.29K","1.21%"
"10/25/2010","23.544","23.300","23.855","23.300","44.47K","1.84%"
"10/22/2010","23.118","23.185","23.395","22.840","49.83K","-0.09%"
"10/21/2010","23.139","23.925","24.075","23.030","76.23K","-3.04%"
"10/20/2010","23.864","23.385","23.975","23.290","53.36K","0.35%"
"10/19/2010","23.780","24.390","24.505","23.270","78.07K","-2.59%"
"10/18/2010","24.413","24.305","24.515","23.715","54.89K","0.51%"
"10/15/2010","24.288","24.650","24.855","24.075","68.86K","-0.60%"
"10/14/2010","24.435","24.060","24.950","23.995","75.40K","2.10%"
"10/13/2010","23.932","23.315","24.130","23.275","57.54K","3.39%"
"10/12/2010","23.147","23.290","23.495","22.945","49.06K","-0.87%"
"10/11/2010","23.349","23.410","23.675","23.055","39.72K","1.06%"
"10/08/2010","23.105","22.520","23.325","22.350","67.19K","2.31%"
"10/07/2010","22.584","23.185","23.530","22.475","85.43K","-1.99%"
"10/06/2010","23.043","22.865","23.200","22.760","47.92K","1.35%"
"10/05/2010","22.737","21.910","22.920","21.810","55.85K","3.18%"
"10/04/2010","22.036","22.125","22.235","21.880","27.33K","-0.11%"
"10/01/2010","22.060","21.770","22.170","21.725","38.17K","1.10%"
"09/30/2010","21.821","21.895","22.125","21.565","51.24K","-0.60%"
"09/29/2010","21.952","21.775","22.075","21.710","39.30K","1.13%"
"09/28/2010","21.707","21.460","21.800","21.060","52.37K","1.10%"
"09/27/2010","21.471","21.460","21.645","21.365","26.92K","0.34%"
"09/24/2010","21.399","21.150","21.490","21.120","31.42K","0.88%"
"09/23/2010","21.213","21.165","21.265","20.885","31.60K","0.75%"
"09/22/2010","21.055","21.025","21.200","20.930","37.24K","2.01%"
"09/21/2010","20.640","20.770","21.110","20.515","36.20K","-0.78%"
"09/20/2010","20.803","20.780","21.000","20.720","23.17K","-0.06%"
"09/17/2010","20.816","20.810","21.025","20.620","33.74K","0.22%"
"09/16/2010","20.771","20.610","20.845","20.475","29.06K","0.97%"
"09/15/2010","20.571","20.500","20.650","20.340","29.63K","0.68%"
"09/14/2010","20.432","20.070","20.550","20.030","38.53K","1.39%"
"09/13/2010","20.151","19.895","20.270","19.820","27.80K","1.54%"
"09/10/2010","19.845","19.750","20.065","19.700","28.59K","-0.05%"
"09/09/2010","19.855","19.945","20.095","19.680","33.34K","-0.77%"
"09/08/2010","20.009","19.835","20.180","19.820","30.91K","0.48%"
"09/06/2010","19.914","19.940","20.045","19.585","35.39K","-0.18%"
"09/03/2010","19.949","19.705","19.985","19.505","32.09K","1.41%"
"09/02/2010","19.672","19.365","19.740","19.345","26.87K","1.44%"
"09/01/2010","19.393","19.405","19.535","19.320","25.46K","-0.20%"
"08/31/2010","19.432","19.075","19.445","18.860","28.85K","1.88%"
"08/30/2010","19.074","19.100","19.275","19.020","17.58K","0.00%"
"08/27/2010","19.074","19.000","19.375","18.935","38.39K","0.48%"
"08/26/2010","18.982","18.955","19.165","18.900","40.53K","-0.23%"
"08/25/2010","19.026","18.365","19.040","18.345","51.46K","3.53%"
"08/24/2010","18.378","17.980","18.480","17.735","55.71K","2.15%"
"08/23/2010","17.992","18.010","18.070","17.890","26.87K","0.01%"
"08/20/2010","17.991","18.295","18.340","17.845","37.45K","-1.83%"
"08/19/2010","18.327","18.365","18.590","18.220","32.38K","-0.39%"
"08/18/2010","18.399","18.505","18.575","18.165","51.18K","-1.05%"
"08/17/2010","18.595","18.405","18.620","18.350","26.46K","0.91%"
"08/16/2010","18.427","18.120","18.490","18.100","23.04K","1.76%"
"08/13/2010","18.109","18.070","18.180","17.960","18.89K","0.24%"
"08/12/2010","18.065","17.885","18.105","17.850","27.84K","0.91%"
"08/11/2010","17.902","18.300","18.355","17.795","32.14K","-1.41%"
"08/10/2010","18.158","18.325","18.475","17.960","33.31K","-0.46%"
"08/09/2010","18.242","18.500","18.575","18.220","18.54K","-1.25%"
"08/06/2010","18.472","18.340","18.585","18.290","24.81K","0.82%"
"08/05/2010","18.321","18.321","18.480","18.185","21.24K","0.24%"
"08/04/2010","18.278","18.400","18.700","18.225","27.65K","-0.78%"
"08/03/2010","18.422","18.380","18.610","18.315","24.15K","0.02%"
"08/02/2010","18.419","18.000","18.575","17.975","38.01K","2.31%"
"07/30/2010","18.003","17.635","18.125","17.530","34.22K","2.19%"
"07/29/2010","17.617","17.500","17.695","17.480","23.99K","1.01%"
"07/28/2010","17.441","17.640","17.740","17.325","34.91K","-1.05%"
"07/27/2010","17.626","18.170","18.235","17.580","37.01K","-3.15%"
"07/26/2010","18.200","18.100","18.270","17.975","19.84K","0.55%"
"07/23/2010","18.101","18.135","18.280","18.060","26.28K","-0.10%"
"07/22/2010","18.120","17.660","18.200","17.635","31.29K","1.78%"
"07/21/2010","17.803","17.685","17.900","17.575","23.88K","0.62%"
"07/20/2010","17.693","17.615","17.780","17.450","24.62K","0.86%"
"07/19/2010","17.543","17.840","17.920","17.440","30.02K","-1.38%"
"07/16/2010","17.788","18.355","18.390","17.730","30.80K","-3.13%"
"07/15/2010","18.362","18.320","18.535","18.170","24.74K","0.39%"
"07/14/2010","18.290","18.280","18.490","18.115","24.72K","0.18%"
"07/13/2010","18.257","17.940","18.355","17.870","20.22K","1.90%"
"07/12/2010","17.917","18.110","18.155","17.775","18.04K","-0.86%"
"07/09/2010","18.073","17.955","18.235","17.830","17.33K","1.12%"
"07/08/2010","17.872","18.065","18.200","17.725","22.15K","-0.71%"
"07/07/2010","18.000","17.830","18.110","17.565","26.31K","0.80%"
"07/05/2010","17.857","17.870","18.035","17.615","27.53K","0.78%"
"07/02/2010","17.719","17.815","18.115","17.635","33.38K","-0.40%"
"07/01/2010","17.790","18.650","18.690","17.735","45.72K","-4.91%"
"06/30/2010","18.708","18.530","18.820","18.475","24.48K","0.39%"
"06/29/2010","18.635","18.770","18.820","18.410","35.29K","-0.23%"
"06/28/2010","18.678","19.085","19.230","18.625","30.69K","-2.26%"
"06/25/2010","19.110","18.670","19.130","18.590","45.71K","2.00%"
"06/24/2010","18.736","18.500","18.810","18.170","45.43K","1.50%"
"06/23/2010","18.459","18.805","18.960","18.310","41.03K","-2.34%"
"06/22/2010","18.902","18.715","18.985","18.590","33.17K","0.50%"
"06/21/2010","18.808","19.200","19.460","18.650","42.48K","-1.96%"
"06/18/2010","19.184","18.740","19.275","18.685","38.72K","2.17%"
"06/17/2010","18.776","18.450","18.880","18.315","32.13K","1.82%"
"06/16/2010","18.441","18.585","18.660","18.380","25.18K","-0.74%"
"06/15/2010","18.578","18.230","18.685","18.220","23.71K","0.91%"
"06/14/2010","18.411","18.250","18.570","18.200","22.85K","0.99%"
"06/11/2010","18.231","18.250","18.535","18.070","34.04K","-0.65%"
"06/10/2010","18.351","18.130","18.445","17.905","32.65K","0.89%"
"06/09/2010","18.189","18.325","18.375","18.095","32.72K","-1.56%"
"06/08/2010","18.477","18.150","18.490","18.085","36.71K","1.73%"
"06/07/2010","18.162","17.460","18.295","17.195","47.70K","4.99%"
"06/04/2010","17.299","17.965","18.035","17.285","41.85K","-3.52%"
"06/03/2010","17.931","18.365","18.475","17.825","28.00K","-2.10%"
"06/02/2010","18.315","18.440","18.510","18.090","26.78K","-1.27%"
"05/31/2010","18.551","18.410","18.735","18.265","30.10K","0.70%"
"05/28/2010","18.422","18.520","18.645","18.240","25.59K","-0.25%"
"05/27/2010","18.468","18.060","18.580","18.010","27.46K","0.88%"
"05/26/2010","18.306","17.980","18.410","17.930","36.08K","2.95%"
"05/25/2010","17.781","17.915","17.990","17.530","34.39K","-1.22%"
"05/24/2010","18.000","17.655","18.080","17.650","25.80K","1.98%"
"05/21/2010","17.651","17.630","17.895","17.410","38.17K","-0.36%"
"05/20/2010","17.715","18.205","18.330","17.485","50.57K","-2.21%"
"05/19/2010","18.115","19.010","19.010","17.920","55.95K","-4.05%"
"05/18/2010","18.879","18.895","19.145","18.650","36.32K","0.11%"
"05/17/2010","18.859","19.330","19.445","18.735","35.22K","-1.90%"
"05/14/2010","19.225","19.470","19.735","18.975","45.52K","-1.41%"
"05/13/2010","19.499","19.530","19.845","19.345","41.26K","-0.83%"
"05/12/2010","19.663","19.360","19.735","19.110","41.78K","1.91%"
"05/11/2010","19.294","18.510","19.425","18.405","55.60K","4.00%"
"05/10/2010","18.552","18.575","18.680","18.215","31.06K","0.55%"
"05/07/2010","18.451","17.585","18.690","17.475","55.54K","5.34%"
"05/06/2010","17.515","17.515","17.775","17.260","51.54K","-0.11%"
"05/05/2010","17.534","17.865","17.895","17.080","61.74K","-1.73%"
"05/04/2010","17.842","18.840","18.850","17.810","52.69K","-5.30%"
"05/03/2010","18.840","18.685","18.890","18.530","22.95K","1.08%"
"04/30/2010","18.639","18.505","18.790","18.480","31.09K","0.32%"
"04/29/2010","18.579","18.130","18.600","18.085","37.87K","2.61%"
"04/28/2010","18.107","18.185","18.250","17.820","44.46K","-0.07%"
"04/27/2010","18.119","18.310","18.415","18.060","40.92K","-1.19%"
"04/26/2010","18.337","18.350","18.420","18.235","37.33K","0.80%"
"04/23/2010","18.192","17.995","18.350","17.845","37.66K","1.02%"
"04/22/2010","18.009","18.090","18.170","17.765","37.59K","-0.38%"
"04/21/2010","18.078","17.860","18.140","17.710","34.18K","1.44%"
"04/20/2010","17.821","17.770","18.040","17.725","37.59K","0.51%"
"04/19/2010","17.731","17.695","17.775","17.490","31.87K","0.32%"
"04/16/2010","17.675","18.415","18.440","17.610","51.29K","-4.11%"
"04/15/2010","18.433","18.445","18.540","18.225","26.25K","0.10%"
"04/14/2010","18.415","18.240","18.505","18.210","33.78K","0.91%"
"04/13/2010","18.249","18.225","18.320","17.955","44.25K","-0.90%"
"04/12/2010","18.414","18.480","18.605","18.155","31.76K","0.34%"
"04/09/2010","18.351","18.100","18.445","18.050","33.26K","1.24%"
"04/08/2010","18.127","18.180","18.215","17.925","31.80K","-0.40%"
"04/07/2010","18.199","17.930","18.260","17.920","32.37K","1.49%"
"04/06/2010","17.931","18.095","18.105","17.845","28.99K","-1.03%"
"04/05/2010","18.118","17.845","18.145","17.810","22.22K","1.27%"
"04/01/2010","17.890","17.505","18.000","17.475","30.61K","2.08%"
"03/31/2010","17.526","17.305","17.645","17.255","31.01K","1.13%"
"03/30/2010","17.330","17.385","17.480","17.235","19.99K","-0.33%"
"03/29/2010","17.387","16.980","17.440","16.935","31.98K","2.85%"
"03/26/2010","16.906","16.630","16.990","16.565","29.73K","0.99%"
"03/25/2010","16.741","16.575","16.860","16.555","27.02K","0.60%"
"03/24/2010","16.641","17.015","17.045","16.550","27.08K","-2.27%"
"03/23/2010","17.027","17.000","17.150","16.735","28.49K","0.54%"
"03/22/2010","16.935","17.010","17.010","16.620","31.76K","-0.57%"
"03/19/2010","17.032","17.410","17.420","16.965","34.99K","-2.24%"
"03/18/2010","17.422","17.520","17.560","17.325","24.39K","-0.58%"
"03/17/2010","17.523","17.450","17.600","17.365","24.41K","0.97%"
"03/16/2010","17.354","17.130","17.495","17.130","26.92K","1.44%"
"03/15/2010","17.108","17.065","17.180","16.965","18.35K","0.35%"
"03/12/2010","17.048","17.210","17.350","16.960","27.99K","-0.65%"
"03/11/2010","17.160","17.020","17.195","16.835","29.55K","0.83%"
"03/10/2010","17.018","17.280","17.665","16.940","43.77K","-1.85%"
"03/09/2010","17.338","17.250","17.420","16.875","33.94K","0.38%"
"03/08/2010","17.272","17.390","17.530","17.125","27.34K","-0.63%"
"03/05/2010","17.382","17.135","17.515","17.135","25.92K","1.20%"
"03/04/2010","17.176","17.195","17.395","17.055","29.64K","-0.88%"
"03/03/2010","17.329","16.955","17.370","16.885","31.91K","1.55%"
"03/02/2010","17.064","16.475","17.105","16.330","34.39K","3.61%"
"03/01/2010","16.469","16.525","16.770","16.430","25.62K","-0.31%"
"02/26/2010","16.521","16.145","16.550","16.045","30.20K","2.41%"
"02/25/2010","16.132","15.955","16.175","15.630","46.68K","1.20%"
"02/24/2010","15.940","15.850","16.000","15.620","45.35K","0.33%"
"02/23/2010","15.888","16.220","16.425","15.785","45.11K","-2.06%"
"02/22/2010","16.222","16.370","16.565","16.135","36.76K","-1.16%"
"02/19/2010","16.413","15.850","16.510","15.760","37.01K","2.20%"
"02/18/2010","16.060","15.910","16.265","15.675","40.47K","-0.24%"
"02/17/2010","16.098","16.155","16.330","15.825","45.14K","-0.31%"
"02/15/2010","16.148","15.570","16.215","15.450","45.06K","4.54%"
"02/12/2010","15.447","15.650","15.740","15.210","31.99K","-0.92%"
"02/11/2010","15.590","15.200","15.730","15.175","40.99K","1.90%"
"02/10/2010","15.300","15.475","15.645","15.075","42.72K","-0.87%"
"02/09/2010","15.435","15.025","15.595","15.015","45.76K","2.32%"
"02/08/2010","15.085","15.160","15.320","14.950","34.60K","1.72%"
"02/05/2010","14.830","15.305","15.380","14.650","58.18K","-3.39%"
"02/04/2010","15.350","16.400","16.415","15.190","66.06K","-5.93%"
"02/03/2010","16.317","16.740","16.950","16.280","39.50K","-2.54%"
"02/02/2010","16.743","16.695","16.810","16.555","30.48K","0.50%"
"02/01/2010","16.660","16.170","16.715","16.105","32.61K","2.90%"
"01/29/2010","16.190","16.260","16.375","16.020","34.64K","-0.14%"
"01/28/2010","16.212","16.590","16.755","16.015","45.23K","-1.39%"
"01/27/2010","16.440","16.800","16.965","16.425","33.16K","-2.49%"
"01/26/2010","16.860","17.155","17.270","16.340","46.81K","-1.66%"
"01/25/2010","17.145","17.050","17.275","16.990","27.77K","1.26%"
"01/22/2010","16.932","17.455","17.520","16.880","46.91K","-3.30%"
"01/21/2010","17.510","17.910","18.065","17.340","50.92K","-2.07%"
"01/20/2010","17.880","18.790","18.870","17.805","53.62K","-4.89%"
"01/18/2010","18.800","18.410","18.880","18.400","35.86K","2.02%"
"01/15/2010","18.427","18.680","18.690","18.400","22.84K","-1.22%"
"01/14/2010","18.655","18.615","18.740","18.455","24.81K","0.57%"
"01/13/2010","18.550","18.270","18.675","18.200","31.95K","1.62%"
"01/12/2010","18.255","18.560","18.810","18.160","35.42K","-2.35%"
"01/11/2010","18.695","18.510","18.925","18.495","31.15K","1.22%"
"01/08/2010","18.470","18.275","18.525","18.055","35.48K","0.68%"
"01/07/2010","18.345","18.205","18.420","18.055","27.48K","0.94%"
"01/06/2010","18.175","17.765","18.245","17.755","35.56K","2.11%"
"01/05/2010","17.800","17.595","17.885","17.510","33.07K","1.93%"
"01/04/2010","17.463","16.940","17.600","16.850","31.03K","3.67%"
"12/31/2009","16.845","16.810","17.105","16.780","11.19K","0.26%"
"12/30/2009","16.802","17.105","17.175","16.765","21.44K","-1.80%"
"12/29/2009","17.110","17.540","17.545","17.080","18.31K","-2.56%"
"12/28/2009","17.560","17.550","17.690","17.455","13.09K","0.69%"
"12/24/2009","17.440","17.160","17.545","17.145","8.66K","1.45%"
"12/23/2009","17.190","16.995","17.245","16.870","16.19K","0.94%"
"12/22/2009","17.030","17.050","17.190","16.780","30.56K","-0.03%"
"12/21/2009","17.035","17.300","17.525","16.980","23.68K","-1.65%"
"12/18/2009","17.320","17.180","17.390","17.105","25.63K","0.73%"
"12/17/2009","17.195","17.770","17.805","17.100","32.37K","-2.81%"
"12/16/2009","17.693","17.450","17.810","17.350","24.29K","1.36%"
"12/15/2009","17.455","17.425","17.515","17.135","24.88K","0.66%"
"12/14/2009","17.340","17.140","17.455","17.095","21.86K","1.46%"
"12/11/2009","17.090","17.420","17.640","16.900","36.13K","-0.57%"
"12/10/2009","17.188","17.440","17.575","17.155","27.36K","0.05%"
"12/09/2009","17.180","17.660","17.910","17.135","43.95K","-3.52%"
"12/08/2009","17.807","18.225","18.385","17.560","34.82K","-3.01%"
"12/07/2009","18.360","18.480","18.585","17.895","44.11K","-0.86%"
"12/04/2009","18.520","18.910","18.990","18.300","48.73K","-3.18%"
"12/03/2009","19.128","19.235","19.500","18.835","41.23K","-1.02%"
"12/02/2009","19.325","19.140","19.470","19.100","38.97K","0.60%"
"12/01/2009","19.210","18.505","19.300","18.420","35.65K","3.70%"
"11/30/2009","18.525","18.355","18.545","18.135","26.39K","1.04%"
"11/26/2009","18.335","18.690","18.950","17.720","49.53K","-2.31%"
"11/25/2009","18.768","18.520","18.860","18.520","47.05K","1.70%"
"11/24/2009","18.455","18.585","18.680","18.330","57.10K","-0.83%"
"11/23/2009","18.610","18.525","18.935","18.525","51.50K","0.92%"
"11/20/2009","18.440","18.545","18.595","18.035","44.23K","-0.08%"
"11/19/2009","18.455","18.575","18.640","18.150","37.12K","0.22%"
"11/18/2009","18.415","18.425","18.855","18.325","51.97K","0.15%"
"11/17/2009","18.387","18.400","18.435","18.085","50.51K","-0.07%"
"11/16/2009","18.400","17.490","18.450","17.475","54.54K","5.87%"
"11/13/2009","17.380","17.215","17.460","17.025","35.47K","0.67%"
"11/12/2009","17.265","17.585","17.780","17.190","36.60K","-1.55%"
"11/11/2009","17.537","17.345","17.725","17.330","38.85K","1.83%"
"11/10/2009","17.222","17.585","17.650","17.160","41.35K","-1.48%"
"11/09/2009","17.480","17.445","17.780","17.425","30.10K","0.60%"
"11/06/2009","17.375","17.410","17.630","17.270","37.18K","-0.20%"
"11/05/2009","17.410","17.460","17.530","17.220","28.33K","0.03%"
"11/04/2009","17.405","17.230","17.635","17.105","42.63K","1.31%"
"11/03/2009","17.180","16.475","17.350","16.245","53.21K","4.50%"
"11/02/2009","16.440","16.285","16.735","16.275","35.09K","1.14%"
"10/30/2009","16.255","16.690","16.745","16.150","35.59K","-2.40%"
"10/29/2009","16.655","16.135","16.710","16.120","38.03K","2.56%"
"10/28/2009","16.240","16.710","16.770","16.120","45.65K","-1.81%"
"10/27/2009","16.540","17.070","17.250","16.500","51.97K","-3.25%"
"10/26/2009","17.095","17.710","17.800","17.010","43.38K","-3.54%"
"10/23/2009","17.723","17.700","17.970","17.450","38.59K","1.01%"
"10/22/2009","17.545","17.720","17.830","17.365","30.19K","-1.57%"
"10/21/2009","17.825","17.520","17.835","17.300","28.96K","1.52%"
"10/20/2009","17.558","17.860","17.955","17.420","25.85K","-0.38%"
"10/19/2009","17.625","17.485","17.875","17.270","20.77K","1.18%"
"10/16/2009","17.420","17.380","17.580","17.210","27.82K","0.03%"
"10/15/2009","17.415","17.915","18.000","17.320","37.58K","-2.75%"
"10/14/2009","17.908","17.820","18.175","17.720","27.55K","0.38%"
"10/13/2009","17.840","17.760","18.075","17.565","36.03K","0.11%"
"10/12/2009","17.820","17.735","17.990","17.710","16.73K","0.73%"
"10/09/2009","17.690","17.815","17.835","17.555","25.83K","-0.70%"
"10/08/2009","17.815","17.650","17.955","17.530","37.25K","1.80%"
"10/07/2009","17.500","17.375","17.630","17.310","29.81K","1.19%"
"10/06/2009","17.295","16.670","17.440","16.625","40.91K","4.60%"
"10/05/2009","16.535","16.200","16.685","16.035","22.29K","1.88%"
"10/02/2009","16.230","16.360","16.495","15.920","31.80K","-1.28%"
"10/01/2009","16.440","16.665","16.785","16.340","28.65K","-1.31%"
"09/30/2009","16.658","16.170","16.715","16.170","32.09K","2.97%"
"09/29/2009","16.178","16.220","16.320","16.010","22.16K","-0.10%"
"09/28/2009","16.195","16.115","16.325","15.760","20.12K","0.84%"
"09/25/2009","16.060","16.270","16.410","15.955","33.59K","-1.44%"
"09/24/2009","16.295","16.800","17.045","16.185","39.62K","-3.64%"
"09/23/2009","16.910","17.155","17.290","16.720","28.77K","-1.20%"
"09/22/2009","17.115","16.865","17.345","16.830","23.02K","1.39%"
"09/21/2009","16.880","16.950","16.985","16.525","27.34K","-1.08%"
"09/18/2009","17.065","17.290","17.400","16.920","27.34K","-1.16%"
"09/17/2009","17.265","17.425","17.690","17.210","29.45K","-0.95%"
"09/16/2009","17.430","17.045","17.580","17.035","28.90K","2.53%"
"09/15/2009","17.000","16.570","17.080","16.440","25.51K","2.27%"
"09/14/2009","16.623","16.785","16.845","16.320","21.03K","-0.46%"
"09/11/2009","16.700","16.710","17.015","16.645","26.02K","0.18%"
"09/10/2009","16.670","16.355","16.730","16.060","30.05K","1.21%"
"09/09/2009","16.470","16.485","16.750","16.255","30.91K","-0.24%"
"09/07/2009","16.510","16.375","16.860","16.165","34.14K","1.38%"
"09/04/2009","16.285","16.180","16.405","15.850","30.64K","-0.03%"
"09/03/2009","16.290","15.410","16.310","15.360","37.43K","6.02%"
"09/02/2009","15.365","15.035","15.490","14.865","31.79K","2.03%"
"09/01/2009","15.060","14.905","15.145","14.655","28.28K","0.92%"
"08/31/2009","14.923","14.775","14.950","14.550","18.43K","0.73%"
"08/28/2009","14.815","14.225","14.900","14.225","32.96K","4.18%"
"08/27/2009","14.220","14.340","14.350","14.045","25.98K","-0.25%"
"08/26/2009","14.255","14.295","14.470","14.165","32.20K","-0.38%"
"08/25/2009","14.310","14.320","14.425","14.060","29.64K","0.81%"
"08/24/2009","14.195","14.200","14.470","14.050","25.60K","0.22%"
"08/21/2009","14.164","13.915","14.290","13.710","22.57K","2.05%"
"08/20/2009","13.880","13.815","14.070","13.790","21.19K","0.04%"
"08/19/2009","13.875","14.005","14.150","13.495","39.62K","-0.61%"
"08/18/2009","13.960","13.990","14.200","13.830","21.46K","-0.11%"
"08/17/2009","13.975","14.730","14.730","13.820","38.98K","-5.07%"
"08/14/2009","14.722","15.040","15.185","14.585","25.87K","-1.77%"
"08/13/2009","14.987","14.550","15.145","14.505","30.94K","2.76%"
"08/12/2009","14.585","14.315","14.605","14.125","31.20K","1.67%"
"08/11/2009","14.345","14.350","14.480","14.235","19.87K","-0.07%"
"08/10/2009","14.355","14.560","14.695","14.275","26.20K","-2.13%"
"08/07/2009","14.668","14.560","14.890","14.490","31.76K","0.16%"
